Date,Year,Month,Day,Country,State_Province,Confirmed_Cases,Deaths,Recovered,Active_Cases,Tests_Conducted,Vaccinated_Percentage,New_Cases_Today,New_Deaths_Today,Population_Millions,Mortality_Rate_Percent,Recovery_Rate_Percent
4/5/2023,2023,May,4,Poland,N/A,3802,84,3593,125,74079,22.54,160,7,1035.45,2.21,94.5
5/5/2023,2023,May,5,South Korea,N/A,4153,54,3699,400,80581,19.71,138,4,1045.39,1.3,89.07
6/5/2023,2023,May,6,Germany,N/A,4155,77,2912,1166,23269,21.69,164,2,504.73,1.85,70.08
7/5/2023,2023,May,7,France,N/A,2694,35,2061,598,43890,31.33,90,3,761.06,1.3,76.5
8/5/2023,2023,May,8,Spain,N/A,3342,86,2695,561,49029,25.65,81,4,1298.77,2.57,80.64
9/5/2023,2023,May,9,Italy,N/A,7051,137,5010,1904,97313,21.65,466,5,272.86,1.94,71.05
10/5/2023,2023,May,10,Spain,N/A,4311,86,3675,550,57798,25.76,267,6,254.31,1.99,85.25
11/5/2023,2023,May,11,Pakistan,N/A,4631,95,4187,349,68554,20.65,182,8,318.84,2.05,90.41
12/5/2023,2023,May,12,Canada,N/A,3431,100,2997,334,37809,21.9,94,4,287.54,2.91,87.35
13-05-2023,2023,May,13,USA,N/A,2603,62,2066,475,35097,21.23,117,5,794.09,2.38,79.37
14-05-2023,2023,May,14,Canada,N/A,3592,104,2699,789,53242,19.86,188,8,284.27,2.9,75.14
15-05-2023,2023,May,15,Italy,N/A,4245,64,3665,516,84584,20.73,193,3,1322.12,1.51,86.34
16-05-2023,2023,May,16,Ukraine,N/A,3095,67,2881,147,53379,21.7,45,6,370.37,2.16,93.09
17-05-2023,2023,May,17,Australia,N/A,1620,29,1374,217,21306,23.17,59,1,264.85,1.79,84.81
18-05-2023,2023,May,18,Iran,N/A,3445,63,2785,597,37240,22.43,209,4,587.46,1.83,80.84
19-05-2023,2023,May,19,South Korea,N/A,5565,53,4384,1128,75635,22.08,256,0,1381.1,0.95,78.78
20-05-2023,2023,May,20,Canada,N/A,3093,43,2221,829,41855,30.47,166,2,483.94,1.39,71.81
21-05-2023,2023,May,21,UK,N/A,3641,71,2639,931,34939,16.83,182,1,910.49,1.95,72.48
22-05-2023,2023,May,22,Canada,N/A,4416,96,3279,1041,34649,15.1,186,6,505.17,2.17,74.25
23-05-2023,2023,May,23,Turkey,N/A,5640,138,5213,289,65319,22.37,119,5,379.39,2.45,92.43
24-05-2023,2023,May,24,France,N/A,3979,34,3507,438,32277,34.46,128,1,1028.08,0.85,88.14
25-05-2023,2023,May,25,Indonesia,N/A,2214,16,1631,567,34384,29.38,163,0,813.48,0.72,73.67
26-05-2023,2023,May,26,Germany,N/A,3499,56,2745,698,32898,21.39,115,2,52.16,1.6,78.45
27-05-2023,2023,May,27,South Africa,N/A,2682,41,2007,634,20820,19.9,89,1,760.82,1.53,74.83
28-05-2023,2023,May,28,Canada,N/A,4673,42,3652,979,35453,32.7,303,2,967.6,0.9,78.15
29-05-2023,2023,May,29,South Korea,N/A,2823,26,2225,572,30015,32.03,126,1,31.96,0.92,78.82
30-05-2023,2023,May,30,Australia,N/A,4077,44,3396,637,27371,19.46,148,1,724,1.08,83.3
31-05-2023,2023,May,31,Poland,N/A,3555,96,2697,762,31765,20.53,217,4,198.23,2.7,75.86
1/6/2023,2023,June,1,Turkey,N/A,3269,68,2697,504,21410,24.46,71,3,954.47,2.08,82.5
2/6/2023,2023,June,2,Spain,N/A,4513,127,3551,835,44844,17.27,264,8,643.59,2.81,78.68
3/6/2023,2023,June,3,South Korea,N/A,3729,66,3414,249,41951,28.14,218,2,499.82,1.77,91.55
4/6/2023,2023,June,4,China,N/A,2135,13,1926,196,42193,26.08,161,0,510.32,0.61,90.21
5/6/2023,2023,June,5,Canada,N/A,3806,43,3489,274,55809,23.08,244,1,499.28,1.13,91.67
6/6/2023,2023,June,6,USA,N/A,2031,55,1752,224,32624,30.02,197,3,1200.08,2.71,86.26
7/6/2023,2023,June,7,Australia,N/A,5107,48,4613,446,97579,26.93,44,1,692.22,0.94,90.33
8/6/2023,2023,June,8,Indonesia,N/A,3492,70,2606,816,50297,19.39,124,3,674.01,2,74.63
9/6/2023,2023,June,9,Germany,N/A,2738,41,2108,589,38731,23.01,241,3,1075.03,1.5,76.99
10/6/2023,2023,June,10,France,N/A,3689,95,2694,900,30341,24.71,246,5,1306.93,2.58,73.03
11/6/2023,2023,June,11,Japan,N/A,4150,49,3646,455,44651,22.51,240,3,784.76,1.18,87.86
12/6/2023,2023,June,12,Italy,N/A,3639,44,3020,575,39555,24.65,202,2,610.41,1.21,82.99
13-06-2023,2023,June,13,Brazil,N/A,4042,41,3210,791,20698,28.43,310,1,1119.84,1.01,79.42
14-06-2023,2023,June,14,Japan,N/A,4886,97,4511,278,37033,31.19,216,7,921.23,1.99,92.33
15-06-2023,2023,June,15,Indonesia,N/A,2598,41,1852,705,24695,12.97,230,2,267.23,1.58,71.29
16-06-2023,2023,June,16,Russia,N/A,1517,14,1362,141,8366,20.53,81,0,338.2,0.92,89.78
17-06-2023,2023,June,17,Bangladesh,N/A,3753,60,3247,446,57528,32.03,153,1,708.43,1.6,86.52
18-06-2023,2023,June,18,Russia,N/A,4194,79,3634,481,79485,19.67,307,4,272.87,1.88,86.65
19-06-2023,2023,June,19,South Africa,N/A,3388,20,2837,531,40672,24.67,184,0,341.47,0.59,83.74
20-06-2023,2023,June,20,France,N/A,3171,69,2775,327,21669,20.12,144,3,547.2,2.18,87.51
21-06-2023,2023,June,21,Turkey,N/A,3680,46,3007,627,66634,28.76,104,3,1203.24,1.25,81.71
22-06-2023,2023,June,22,Brazil,N/A,4909,38,4300,571,78177,26.8,142,1,556.31,0.77,87.59
23-06-2023,2023,June,23,Ukraine,N/A,3263,65,2737,461,36120,18.06,138,4,1190.78,1.99,83.88
24-06-2023,2023,June,24,Mexico,N/A,2922,82,2430,410,38183,21.93,207,4,941.34,2.81,83.16
25-06-2023,2023,June,25,Poland,N/A,4011,62,3583,366,78524,19.63,62,3,848.81,1.55,89.33
26-06-2023,2023,June,26,Iran,N/A,3790,36,2840,914,45809,23.51,188,1,957.54,0.95,74.93
27-06-2023,2023,June,27,USA,N/A,2284,61,1769,454,36984,31.91,120,2,198.12,2.67,77.45
28-06-2023,2023,June,28,Iran,N/A,3585,71,2916,598,39861,22.58,179,3,201.86,1.98,81.34
29-06-2023,2023,June,29,Mexico,N/A,3963,73,3346,544,61724,21.2,140,2,636.23,1.84,84.43
30-06-2023,2023,June,30,Australia,N/A,3537,74,3017,446,55841,27.05,333,2,339.1,2.09,85.3
1/7/2023,2023,July,1,Iran,N/A,4560,90,3815,655,60895,21.67,361,6,308.91,1.97,83.66
2/7/2023,2023,July,2,Argentina,N/A,2976,66,2433,477,54000,16.85,121,2,1361.19,2.22,81.75
3/7/2023,2023,July,3,Canada,N/A,2517,51,1797,669,46009,35.16,116,2,422.47,2.03,71.39
4/7/2023,2023,July,4,Pakistan,N/A,2409,46,2278,85,22558,25.36,190,2,120.84,1.91,94.56
5/7/2023,2023,July,5,France,N/A,2784,37,2219,528,45485,35.04,49,1,1246.55,1.33,79.71
6/7/2023,2023,July,6,Argentina,N/A,5411,134,4346,931,39338,23.78,300,5,780.09,2.48,80.32
7/7/2023,2023,July,7,South Africa,N/A,2508,17,2046,445,40683,22.21,91,0,476.98,0.68,81.58
8/7/2023,2023,July,8,Canada,N/A,3875,95,3413,367,30184,23.77,177,7,133.81,2.45,88.08
9/7/2023,2023,July,9,Iran,N/A,4032,65,3689,278,28065,29.68,56,4,446.17,1.61,91.49
10/7/2023,2023,July,10,Iran,N/A,3784,49,3424,311,29360,24.14,187,1,1368.84,1.29,90.49
11/7/2023,2023,July,11,Poland,N/A,2886,76,2372,438,15592,21.65,232,5,360.18,2.63,82.19
12/7/2023,2023,July,12,India,Punjab,4179,63,3519,597,70457,20.9,134,4,119.58,1.51,84.21
13-07-2023,2023,July,13,India,Assam,2090,23,1791,276,34344,26.19,124,1,1117.66,1.1,85.69
14-07-2023,2023,July,14,Canada,N/A,3302,52,2747,503,30033,25.41,223,3,437.46,1.57,83.19
15-07-2023,2023,July,15,Russia,N/A,2828,60,2065,703,21585,33.58,50,2,104.69,2.12,73.02
16-07-2023,2023,July,16,Argentina,N/A,2488,12,2249,227,31732,35.35,157,0,144.85,0.48,90.39
17-07-2023,2023,July,17,Bangladesh,N/A,2647,15,2501,131,52161,24.47,128,0,175.89,0.57,94.48
18-07-2023,2023,July,18,Mexico,N/A,3450,29,2535,886,47441,29.31,145,0,434.24,0.84,73.48
19-07-2023,2023,July,19,Poland,N/A,4056,46,3175,835,50725,25.36,180,2,916.59,1.13,78.28
20-07-2023,2023,July,20,China,N/A,4911,49,4551,311,44000,22.72,87,2,931.38,1,92.67
21-07-2023,2023,July,21,Italy,N/A,1837,51,1593,193,9555,29.12,54,3,409.76,2.78,86.72
22-07-2023,2023,July,22,Mexico,N/A,4100,98,2919,1083,43354,22.27,84,8,982.97,2.39,71.2
23-07-2023,2023,July,23,Italy,N/A,3083,55,2691,337,17631,29.23,256,2,1062.01,1.78,87.29
24-07-2023,2023,July,24,Indonesia,N/A,2442,68,1982,392,18551,26.91,67,1,1252.03,2.78,81.16
25-07-2023,2023,July,25,Germany,N/A,4047,51,3716,280,40687,18.65,269,3,1040.25,1.26,91.82
26-07-2023,2023,July,26,South Korea,N/A,1548,24,1289,235,28607,25.17,54,0,383.46,1.55,83.27
27-07-2023,2023,July,27,India,West Bengal,4004,64,3025,915,59265,31.74,291,4,1063.97,1.6,75.55
28-07-2023,2023,July,28,Bangladesh,N/A,1966,39,1539,388,10101,24.92,91,1,399.29,1.98,78.28
29-07-2023,2023,July,29,USA,N/A,3624,79,3299,246,25326,30.44,315,3,497.25,2.18,91.03
30-07-2023,2023,July,30,Russia,N/A,3584,62,2866,656,58260,25.19,334,4,701.47,1.73,79.97
31-07-2023,2023,July,31,Brazil,N/A,3100,87,2741,272,47770,22.5,136,7,1333.18,2.81,88.42
1/8/2023,2023,August,1,USA,N/A,4684,55,3689,940,38649,17.21,328,4,1243.56,1.17,78.76
2/8/2023,2023,August,2,Ukraine,N/A,2593,62,2002,529,28873,20.6,133,2,266.39,2.39,77.21
3/8/2023,2023,August,3,Australia,N/A,3927,30,3371,526,59243,20.45,265,1,280.22,0.76,85.84
4/8/2023,2023,August,4,Argentina,N/A,1767,30,1600,137,19596,26.3,107,2,1232.53,1.7,90.55
5/8/2023,2023,August,5,Poland,N/A,2348,37,1787,524,30330,29.59,97,1,448.97,1.58,76.11
6/8/2023,2023,August,6,South Africa,N/A,3400,64,2539,797,57831,25.3,78,2,28.81,1.88,74.68
7/8/2023,2023,August,7,India,Tamil Nadu,4692,69,3777,846,91651,31.74,325,4,964.72,1.47,80.5
8/8/2023,2023,August,8,USA,N/A,2979,69,2301,609,28455,22.79,207,1,1143.96,2.32,77.24
9/8/2023,2023,August,9,Canada,N/A,2815,48,2267,500,18551,25.55,145,1,198.4,1.71,80.53
10/8/2023,2023,August,10,Mexico,N/A,2499,44,1832,623,49207,24.93,41,2,1058.67,1.76,73.31
11/8/2023,2023,August,11,Argentina,N/A,1351,21,1103,227,21038,20.84,36,1,795.39,1.55,81.64
12/8/2023,2023,August,12,France,N/A,2613,49,1975,589,33063,39.03,161,3,14.72,1.88,75.58
13-08-2023,2023,August,13,Bangladesh,N/A,2467,22,2193,252,43141,27.71,169,0,695.41,0.89,88.89
14-08-2023,2023,August,14,Bangladesh,N/A,3830,20,3015,795,26739,27.39,173,1,1160.82,0.52,78.72
15-08-2023,2023,August,15,Germany,N/A,1454,10,1132,312,26357,30.39,15,0,1357.43,0.69,77.85
16-08-2023,2023,August,16,South Korea,N/A,1361,7,996,358,16932,35.56,58,0,863.3,0.51,73.18
17-08-2023,2023,August,17,India,Andhra Pradesh,2017,21,1485,511,27425,20,69,0,982.9,1.04,73.62
18-08-2023,2023,August,18,Colombia,N/A,2523,15,2321,187,46462,20.87,129,1,1201,0.59,91.99
19-08-2023,2023,August,19,Poland,N/A,3566,105,2889,572,45547,40.09,285,4,3.41,2.94,81.02
20-08-2023,2023,August,20,France,N/A,2340,45,1985,310,22759,32.7,83,1,1172.85,1.92,84.83
21-08-2023,2023,August,21,Argentina,N/A,2429,61,2239,129,43161,34.23,102,2,1393.77,2.51,92.18
22-08-2023,2023,August,22,Brazil,N/A,4299,73,3898,328,74187,25.36,258,3,1159.82,1.7,90.67
23-08-2023,2023,August,23,China,N/A,1834,42,1387,405,13744,24.4,129,1,540.85,2.29,75.63
24-08-2023,2023,August,24,South Korea,N/A,2131,29,1594,508,17172,26.38,48,1,1250.6,1.36,74.8
25-08-2023,2023,August,25,Bangladesh,N/A,3161,26,2663,472,50789,16.02,193,0,256.46,0.82,84.25
26-08-2023,2023,August,26,Bangladesh,N/A,1107,20,967,120,18387,26.23,43,0,608.13,1.81,87.35
27-08-2023,2023,August,27,South Korea,N/A,1741,15,1299,427,14044,22.86,61,1,613.81,0.86,74.61
28-08-2023,2023,August,28,Italy,N/A,1117,24,1042,51,17547,26.17,46,1,1209.47,2.15,93.29
29-08-2023,2023,August,29,Indonesia,N/A,1931,27,1495,409,14069,25.22,79,1,522.08,1.4,77.42
30-08-2023,2023,August,30,Australia,N/A,2192,20,1612,560,42034,25.5,60,0,181.61,0.91,73.54
31-08-2023,2023,August,31,Germany,N/A,1832,13,1307,512,31171,29.41,34,0,57.35,0.71,71.34
1/9/2023,2023,September,1,Spain,N/A,2677,57,2447,173,16422,28.15,132,3,989.43,2.13,91.41
2/9/2023,2023,September,2,Poland,N/A,2257,57,1769,431,14516,25.63,178,1,925.59,2.53,78.38
3/9/2023,2023,September,3,Italy,N/A,2048,17,1858,173,35937,29.36,147,0,12.97,0.83,90.72
4/9/2023,2023,September,4,Mexico,N/A,1146,23,946,177,14783,26.45,45,0,57.66,2.01,82.55
5/9/2023,2023,September,5,Ukraine,N/A,1927,42,1545,340,30626,28.1,62,1,763.18,2.18,80.18
6/9/2023,2023,September,6,South Korea,N/A,2260,66,1693,501,43541,36.85,133,2,1077.36,2.92,74.91
7/9/2023,2023,September,7,Bangladesh,N/A,1507,14,1240,253,15186,16.63,57,0,240.1,0.93,82.28
8/9/2023,2023,September,8,Bangladesh,N/A,2199,47,1726,426,21634,21.37,99,1,560.81,2.14,78.49
9/9/2023,2023,September,9,Mexico,N/A,3481,103,2583,795,24915,38.26,177,5,745.29,2.96,74.2
10/9/2023,2023,September,10,South Africa,N/A,1712,13,1515,184,28334,29.99,76,0,1244.85,0.76,88.49
11/9/2023,2023,September,11,Brazil,N/A,2109,39,1747,323,32421,25.77,60,2,532.05,1.85,82.84
12/9/2023,2023,September,12,Australia,N/A,2805,19,2247,539,15705,24.73,169,1,1045.03,0.68,80.11
13-09-2023,2023,September,13,Italy,N/A,1554,31,1211,312,23554,27.77,92,2,463.65,1.99,77.93
14-09-2023,2023,September,14,Turkey,N/A,2385,43,1689,653,28682,25.53,159,2,1307.88,1.8,70.82
15-09-2023,2023,September,15,China,N/A,2268,14,1802,452,40560,24.39,93,0,657.28,0.62,79.45
16-09-2023,2023,September,16,South Korea,N/A,692,10,546,136,12037,33.72,0,0,212.48,1.45,78.9
17-09-2023,2023,September,17,USA,N/A,1720,36,1347,337,32324,20.65,116,2,470.31,2.09,78.31
18-09-2023,2023,September,18,Bangladesh,N/A,1923,38,1618,267,28484,23.41,81,2,360.55,1.98,84.14
19-09-2023,2023,September,19,Pakistan,N/A,2249,42,1639,568,24796,33.04,106,2,486.84,1.87,72.88
20-09-2023,2023,September,20,Poland,N/A,2811,83,2592,136,46577,20.91,120,4,1193.45,2.95,92.21
21-09-2023,2023,September,21,Argentina,N/A,2204,20,1633,551,15337,24.69,86,1,1386.57,0.91,74.09
22-09-2023,2023,September,22,Russia,N/A,1111,32,827,252,15403,28.38,46,1,1169.21,2.88,74.44
23-09-2023,2023,September,23,Pakistan,N/A,3861,59,2882,920,25236,31.1,160,3,255.03,1.53,74.64
24-09-2023,2023,September,24,Colombia,N/A,432,7,303,122,5307,24.93,26,0,822.99,1.62,70.14
25-09-2023,2023,September,25,South Korea,N/A,3111,51,2579,481,31083,31.72,76,1,971.93,1.64,82.9
26-09-2023,2023,September,26,Argentina,N/A,2293,25,2100,168,22258,31.34,76,1,1330.67,1.09,91.58
27-09-2023,2023,September,27,Turkey,N/A,2291,46,2074,171,30227,28.42,46,3,666.64,2.01,90.53
28-09-2023,2023,September,28,UK,N/A,695,3,576,116,8523,18.27,27,0,239.18,0.43,82.88
29-09-2023,2023,September,29,India,Odisha,2457,65,1842,550,44557,30.03,62,3,1091.82,2.65,74.97
30-09-2023,2023,September,30,India,Gujarat,1154,6,1004,144,11091,31,60,0,946.2,0.52,87
1/10/2023,2023,October,1,Poland,N/A,1529,39,1143,347,26157,21.96,93,1,536.77,2.55,74.75
2/10/2023,2023,October,2,Pakistan,N/A,2316,21,1952,343,31880,20.17,56,0,357.91,0.91,84.28
3/10/2023,2023,October,3,China,N/A,2768,17,2220,531,16023,18.14,165,0,1305.75,0.61,80.2
4/10/2023,2023,October,4,China,N/A,1510,20,1288,202,9717,21.03,52,1,1303.09,1.32,85.3
5/10/2023,2023,October,5,Pakistan,N/A,5128,41,3795,1292,77694,25.62,259,1,1247.58,0.8,74.01
6/10/2023,2023,October,6,South Korea,N/A,2540,71,1935,534,45284,19.42,211,5,422.66,2.8,76.18
7/10/2023,2023,October,7,Russia,N/A,1985,35,1692,258,31474,27.8,83,2,495.06,1.76,85.24
8/10/2023,2023,October,8,South Korea,N/A,1520,34,1248,238,12720,30.89,77,2,1369.27,2.24,82.11
9/10/2023,2023,October,9,Ukraine,N/A,696,3,570,123,12447,28.58,48,0,1036.01,0.43,81.9
10/10/2023,2023,October,10,Iran,N/A,1337,24,1039,274,15800,23.97,109,1,316.25,1.8,77.71
11/10/2023,2023,October,11,Spain,N/A,211,3,186,22,4110,18.78,12,0,1359.05,1.42,88.15
12/10/2023,2023,October,12,South Africa,N/A,1996,16,1427,553,39802,31.59,90,1,307.47,0.8,71.49
13-10-2023,2023,October,13,Russia,N/A,693,3,538,152,6361,22.67,30,0,882.63,0.43,77.63
14-10-2023,2023,October,14,UK,N/A,2532,41,2196,295,22872,35.78,91,2,1032.24,1.62,86.73
15-10-2023,2023,October,15,USA,N/A,1334,14,1053,267,11279,34.37,76,0,1384.28,1.05,78.94
16-10-2023,2023,October,16,Australia,N/A,2101,48,1840,213,21691,27.71,146,1,584.86,2.28,87.58
17-10-2023,2023,October,17,Indonesia,N/A,1709,33,1248,428,26238,23.47,145,1,272.73,1.93,73.03
18-10-2023,2023,October,18,Turkey,N/A,392,3,361,28,3132,26.07,29,0,394.88,0.77,92.09
19-10-2023,2023,October,19,Russia,N/A,2188,33,2018,137,25294,28.91,132,1,1107.26,1.51,92.23
20-10-2023,2023,October,20,Bangladesh,N/A,1059,14,846,199,14607,26.83,68,0,266.93,1.32,79.89
21-10-2023,2023,October,21,Colombia,N/A,1167,29,948,190,14702,29.28,19,1,549.59,2.49,81.23
22-10-2023,2023,October,22,Australia,N/A,2293,49,1790,454,28977,32.22,193,1,349.46,2.14,78.06
23-10-2023,2023,October,23,Russia,N/A,1205,34,981,190,8331,22.64,55,3,473.52,2.82,81.41
24-10-2023,2023,October,24,South Korea,N/A,1556,43,1413,100,23828,21.52,55,4,586.84,2.76,90.81
25-10-2023,2023,October,25,Japan,N/A,1502,13,1345,144,15000,35.88,95,0,704.98,0.87,89.55
26-10-2023,2023,October,26,Poland,N/A,2354,67,2005,282,17362,33.55,118,4,351.31,2.85,85.17
27-10-2023,2023,October,27,Germany,N/A,1582,16,1171,395,8914,36.25,148,1,1037.81,1.01,74.02
28-10-2023,2023,October,28,Colombia,N/A,372,6,307,59,4906,26.35,21,0,785.08,1.61,82.53
29-10-2023,2023,October,29,Ukraine,N/A,1967,38,1493,436,21596,31.55,147,1,700.04,1.93,75.9
30-10-2023,2023,October,30,South Korea,N/A,1581,44,1281,256,25520,19.74,89,2,1077.72,2.78,81.02
31-10-2023,2023,October,31,Bangladesh,N/A,972,28,794,150,17505,28.18,71,0,964.07,2.88,81.69
1/11/2023,2023,November,1,Australia,N/A,1495,14,1392,89,9798,18.44,87,0,324.5,0.94,93.11
2/11/2023,2023,November,2,UK,N/A,518,14,367,137,9729,34.18,30,0,1216.52,2.7,70.85
3/11/2023,2023,November,3,China,N/A,1811,22,1581,208,9297,30.96,55,1,927.95,1.21,87.3
4/11/2023,2023,November,4,China,N/A,462,12,413,37,2892,27.7,32,0,939.34,2.6,89.39
5/11/2023,2023,November,5,USA,N/A,1318,7,972,339,8410,26.27,59,0,1323.28,0.53,73.75
6/11/2023,2023,November,6,Russia,N/A,1287,8,1120,159,13220,24.41,40,0,664.22,0.62,87.02
7/11/2023,2023,November,7,South Africa,N/A,939,17,686,236,10994,37.89,71,0,917.8,1.81,73.06
8/11/2023,2023,November,8,Turkey,N/A,917,15,711,191,12274,24.69,44,0,1212.8,1.64,77.54
9/11/2023,2023,November,9,Brazil,N/A,373,3,305,65,4987,24.42,17,0,367.01,0.8,81.77
10/11/2023,2023,November,10,Argentina,N/A,555,15,396,144,7744,25.7,28,1,268.62,2.7,71.35
11/11/2023,2023,November,11,Indonesia,N/A,1329,38,999,292,20834,28.13,111,2,927.44,2.86,75.17
12/11/2023,2023,November,12,Australia,N/A,159,1,143,15,2489,36.72,5,0,1191.28,0.63,89.94
13-11-2023,2023,November,13,Indonesia,N/A,250,5,205,40,2863,21.04,2,0,463.04,2,82
14-11-2023,2023,November,14,South Korea,N/A,177,1,125,51,1405,35.18,10,0,1332.15,0.56,70.62
15-11-2023,2023,November,15,Colombia,N/A,1391,16,1240,135,18693,22.14,75,0,388.78,1.15,89.14
16-11-2023,2023,November,16,Indonesia,N/A,559,8,462,89,4590,30.21,28,0,340.95,1.43,82.65
17-11-2023,2023,November,17,Ukraine,N/A,390,9,362,19,3132,38.98,24,0,269.57,2.31,92.82
18-11-2023,2023,November,18,Russia,N/A,1397,34,1244,119,9792,34.05,73,1,755.66,2.43,89.05
19-11-2023,2023,November,19,Poland,N/A,173,1,132,40,3031,22.5,14,0,1357.69,0.58,76.3
20-11-2023,2023,November,20,South Africa,N/A,851,11,772,68,15649,30.64,22,0,145.86,1.29,90.72
21-11-2023,2023,November,21,Brazil,N/A,1280,24,1036,220,6733,28.48,68,1,219.05,1.88,80.94
22-11-2023,2023,November,22,UK,N/A,1151,13,1035,103,10443,28.51,45,0,898.04,1.13,89.92
23-11-2023,2023,November,23,USA,N/A,555,7,518,30,7483,28.43,15,0,1311.13,1.26,93.33
24-11-2023,2023,November,24,Ukraine,N/A,851,8,726,117,7240,20.41,64,0,680.92,0.94,85.31
25-11-2023,2023,November,25,Pakistan,N/A,1907,26,1794,87,36313,36.88,5,1,1247.06,1.36,94.07
26-11-2023,2023,November,26,Colombia,N/A,2960,40,2551,369,32227,32.46,84,2,446.49,1.35,86.18
27-11-2023,2023,November,27,Russia,N/A,129,1,111,17,792,31.89,6,0,31.27,0.78,86.05
28-11-2023,2023,November,28,India,Andhra Pradesh,707,13,633,61,11447,30.01,14,0,1366.75,1.84,89.53
29-11-2023,2023,November,29,USA,N/A,1087,10,1008,69,13034,34.19,38,0,498.07,0.92,92.73
30-11-2023,2023,November,30,Colombia,N/A,611,9,469,133,3085,32.53,36,0,319.53,1.47,76.76
1/12/2023,2023,December,1,USA,N/A,299,2,259,38,2113,21.21,15,0,746.86,0.67,86.62
2/12/2023,2023,December,2,Colombia,N/A,2049,17,1476,556,36157,28.05,101,0,874.54,0.83,72.04
3/12/2023,2023,December,3,Mexico,N/A,164,4,141,19,1797,32.38,7,0,990.5,2.44,85.98
4/12/2023,2023,December,4,Ukraine,N/A,624,12,577,35,10880,35.9,13,0,203.05,1.92,92.47
5/12/2023,2023,December,5,Pakistan,N/A,1556,24,1231,301,26503,38.48,87,0,1182.86,1.54,79.11
6/12/2023,2023,December,6,Iran,N/A,899,9,727,163,16027,29.35,21,0,70.82,1,80.87
7/12/2023,2023,December,7,Australia,N/A,183,4,162,17,1330,26.57,0,0,961.3,2.19,88.52
8/12/2023,2023,December,8,Pakistan,N/A,294,2,251,41,2191,29.86,11,0,58.35,0.68,85.37
9/12/2023,2023,December,9,France,N/A,1161,26,941,194,6856,28.38,59,2,641.11,2.24,81.05
10/12/2023,2023,December,10,Spain,N/A,490,14,459,17,2532,42.57,21,0,320.14,2.86,93.67
11/12/2023,2023,December,11,Russia,N/A,606,14,481,111,11294,32.18,39,0,855.75,2.31,79.37
12/12/2023,2023,December,12,Mexico,N/A,1086,6,970,110,15427,28.9,37,0,765.56,0.55,89.32
13-12-2023,2023,December,13,South Korea,N/A,101,2,76,23,1435,33.65,6,0,109.1,1.98,75.25
14-12-2023,2023,December,14,Italy,N/A,747,13,558,176,9928,20.32,15,0,38.01,1.74,74.7
15-12-2023,2023,December,15,Turkey,N/A,1188,32,901,255,7242,33.58,64,2,324.75,2.69,75.84
16-12-2023,2023,December,16,Colombia,N/A,325,3,251,71,5418,30.45,19,0,80.67,0.92,77.23
17-12-2023,2023,December,17,Ukraine,N/A,842,10,798,34,14520,27.37,44,0,321.41,1.19,94.77
18-12-2023,2023,December,18,Pakistan,N/A,618,11,512,95,3900,32.29,34,0,1263.33,1.78,82.85
19-12-2023,2023,December,19,Russia,N/A,395,11,374,10,3677,32.96,32,1,520.54,2.78,94.68
20-12-2023,2023,December,20,Spain,N/A,515,5,363,147,8822,19.24,24,0,1286.29,0.97,70.49
21-12-2023,2023,December,21,Russia,N/A,672,16,504,152,6436,22.17,33,0,170.56,2.38,75
22-12-2023,2023,December,22,Brazil,N/A,523,4,425,94,9470,34.05,28,0,806.23,0.76,81.26
23-12-2023,2023,December,23,Italy,N/A,329,2,271,56,2889,28.06,21,0,1377.18,0.61,82.37
24-12-2023,2023,December,24,India,Delhi,261,2,184,75,3876,36.72,17,0,408.22,0.77,70.5
25-12-2023,2023,December,25,Japan,N/A,175,3,151,21,2088,28.12,9,0,183.6,1.71,86.29
26-12-2023,2023,December,26,South Korea,N/A,571,10,480,81,9156,24.91,13,0,765.29,1.75,84.06
27-12-2023,2023,December,27,UK,N/A,578,9,481,88,5261,29.03,38,0,1005.89,1.56,83.22
28-12-2023,2023,December,28,South Korea,N/A,1116,19,883,214,20337,28.97,33,1,355.6,1.7,79.12
29-12-2023,2023,December,29,Japan,N/A,50,1,44,5,595,33.72,2,0,1314.94,2,88
30-12-2023,2023,December,30,Germany,N/A,461,9,354,98,5080,27.06,27,0,409.46,1.95,76.79
31-12-2023,2023,December,31,Argentina,N/A,336,4,293,39,5800,26.72,17,0,863.28,1.19,87.2
1/1/2024,2024,January,1,Spain,N/A,110,2,102,6,1891,32.97,1,0,1148.22,1.82,92.73
2/1/2024,2024,January,2,Bangladesh,N/A,464,4,439,21,5550,23.58,26,0,769.83,0.86,94.61
3/1/2024,2024,January,3,Indonesia,N/A,573,10,413,150,5316,35.15,29,0,694.95,1.75,72.08
4/1/2024,2024,January,4,Bangladesh,N/A,756,11,534,211,6173,19.69,13,0,770.01,1.46,70.63
5/1/2024,2024,January,5,UK,N/A,132,0,118,14,1839,26.64,6,0,914.87,0,89.39
6/1/2024,2024,January,6,South Africa,N/A,800,5,713,82,4855,25.44,68,0,551.15,0.62,89.12
7/1/2024,2024,January,7,Italy,N/A,222,3,181,38,3108,27.49,8,0,1051.21,1.35,81.53
