Record_ID,Date,City,PM2.5,PM10,NO2,SO2,CO,O3,AQI,AQI_Category,Temperature_C,Humidity_%,Wind_Speed_kmph
1402,25-07-2023,Ahmedabad,52.1,80.6,29.7,4.1,0.34,59,65,Satisfactory,25.8,85.1,2.8
1403,25-07-2023,Lucknow,35,61.5,41.7,13.9,1.39,44.3,69,Satisfactory,29.8,27.7,4.1
1404,25-07-2023,Lucknow,80.1,118.4,14.3,1.9,1.93,63,132,Moderate,35.8,42.2,1.9
1405,25-07-2023,Chennai,24.2,36.4,29.3,4.5,0.4,19.8,34,Good,31.4,20.2,0.8
1406,25-07-2023,Delhi,74,137.7,38.5,9.9,1.26,14.5,173,Moderate,24.4,30.4,3.4
1407,26-07-2023,Bengaluru,31,41.1,13.1,4.6,0.49,40.2,58,Satisfactory,28.6,70,4.9
1408,26-07-2023,Lucknow,62.1,87.9,11.7,11.5,2.48,59.5,109,Moderate,29.1,31.4,3.9
1409,26-07-2023,Bengaluru,23.8,33.8,15.7,2.2,1.07,14.3,8,Good,26.8,92.9,1.2
1410,26-07-2023,Jaipur,46,76.2,48,4.9,0.25,24.2,66,Satisfactory,30.7,67.5,1.5
1411,26-07-2023,Mumbai,31.2,54.2,52.1,21,1.28,30.8,53,Satisfactory,38.3,75.9,3.3
1412,26-07-2023,Bengaluru,41.5,64.3,71.9,4.8,1.1,12.8,98,Satisfactory,25.2,92.5,3.6
1413,26-07-2023,Bengaluru,34.5,54.5,14.4,3.6,0.13,51.9,57,Satisfactory,28.9,56.6,0.4
1414,26-07-2023,Ahmedabad,109.1,201.7,34.8,9.8,1.18,26.1,274,Poor,23.3,78.6,6.7
1415,26-07-2023,Jaipur,36.4,63.1,12.2,13.6,4.65,58.5,90,Satisfactory,26,65.6,2
1416,26-07-2023,Kolkata,11.7,18.6,29.3,5.8,3.76,34.8,45,Good,21.3,28.6,3.1
1417,26-07-2023,Pune,8.8,12.4,15.1,5.9,1.68,12.7,14,Good,31.2,77.1,1.7
1418,27-07-2023,Bengaluru,60.2,90.2,29,4.6,0.63,53.3,181,Moderate,22.4,60,7.3
1419,27-07-2023,Mumbai,23.7,40.9,16.6,15.5,2.01,52.7,15,Good,30.9,40.7,4.1
1420,27-07-2023,Pune,16.3,29.9,12.7,5.4,1.08,11.4,17,Good,30.8,44,2.8
1421,27-07-2023,Kolkata,25.4,42.3,43.8,9.2,3.27,47.5,47,Good,35.5,24.6,0.7
1422,27-07-2023,Mumbai,13.8,23.9,24.2,5.9,0.78,23.1,11,Good,31.3,62.6,1.9
1423,27-07-2023,Chennai,25.9,38.1,14.5,1.2,1.85,28.9,34,Good,27.2,88.3,2.6
1424,28-07-2023,Bengaluru,25.6,43.4,25.2,7.1,0.38,31.6,17,Good,28.2,65.8,1.4
1425,28-07-2023,Bengaluru,30.5,41.4,16.7,6.4,0.53,141.1,67,Satisfactory,29.4,89.3,1.9
1426,28-07-2023,Delhi,18.6,32.9,8.5,14,1.18,43.4,22,Good,42,69.2,2.3
1427,28-07-2023,Delhi,45.1,62.2,10.8,6.9,0.1,13.4,67,Satisfactory,30.4,77,4.3
1428,29-07-2023,Lucknow,32.6,45.2,10,1.9,1.63,39.5,75,Satisfactory,25.2,37,5.7
1429,29-07-2023,Jaipur,72.7,127.4,28.8,3.8,2.52,65.8,172,Moderate,34.1,70.3,5.8
1430,29-07-2023,Pune,33.4,44.4,25.8,15.8,1.15,13.8,89,Satisfactory,25.9,43.6,1.5
1431,29-07-2023,Lucknow,29.3,48,10.4,8.3,0.2,55.5,36,Good,19.2,84.8,4.3
1432,29-07-2023,Jaipur,35.2,65.4,10.9,9.5,0.74,36.5,81,Satisfactory,28.7,44.7,2
1433,29-07-2023,Mumbai,50.7,83,10.2,2.9,0.48,58.5,73,Satisfactory,31.6,59.3,1.4
1434,29-07-2023,Ahmedabad,81,109.9,19.1,7.7,2.99,46.5,103,Moderate,29.8,64.2,5.1
1435,29-07-2023,Ahmedabad,37,54.5,9.7,6,0.1,32.6,78,Satisfactory,32.1,91.8,8.3
1436,29-07-2023,Mumbai,69.2,120,34.2,5.1,1.37,50,159,Moderate,19.4,79.4,3.7
1437,30-07-2023,Delhi,18.8,32.5,35,7.8,0.81,22,35,Good,37.9,20.2,1.2
1438,30-07-2023,Lucknow,58.5,90,9.2,14.1,0.64,39.5,66,Satisfactory,28.2,79.6,1.3
1439,30-07-2023,Kolkata,29.5,54.3,14,6.7,0.39,42,48,Good,28.6,25.8,2.6
1440,30-07-2023,Bengaluru,33.2,58.2,15.8,13.9,0.6,20,58,Satisfactory,27.9,30.6,4.9
1441,30-07-2023,Mumbai,14.8,23.7,15.9,4.5,1.55,33.9,44,Good,30.3,22.6,2.3
1442,30-07-2023,Ahmedabad,48.9,87.2,35.1,4.3,0.39,19.7,89,Satisfactory,31.1,35.5,1.4
1443,31-07-2023,Chennai,29.4,47.7,42.7,5.2,0.55,43.3,46,Good,27.2,45.4,4.7
1444,31-07-2023,Bengaluru,27.2,39.5,7.5,8.5,0.61,26.6,16,Good,29.7,86.2,3
1445,31-07-2023,Chennai,19.6,32.1,16.8,7.5,0.46,58.8,18,Good,28.4,71.6,15.4
1446,31-07-2023,Bengaluru,47.7,87.2,17.3,2.6,0.82,11.3,60,Satisfactory,39.1,20.4,2.9
1447,1/8/2023,Jaipur,41.8,59.8,13.7,10.1,1.03,38.2,68,Satisfactory,29.5,37.8,2.2
1448,1/8/2023,Mumbai,41.5,70.5,42.5,4.5,0.11,29.2,57,Satisfactory,35.3,71.6,1.5
1449,1/8/2023,Mumbai,90.1,168.5,28.7,2.8,0.68,13.6,226,Poor,26.4,48.8,1.9
1450,1/8/2023,Delhi,79.4,134,35.9,4.9,2.69,79.8,156,Moderate,28.9,42.2,1.8
1451,1/8/2023,Jaipur,17.1,31.1,63.6,1,0.91,22,9,Good,26.1,68.7,2.1
1452,1/8/2023,Jaipur,86.8,154.9,24.6,23.6,1.18,36.4,136,Moderate,23.2,87.2,8
1453,1/8/2023,Mumbai,39.2,54.5,29.4,3.3,0.69,35.8,55,Satisfactory,35.3,20.2,0.4
1454,1/8/2023,Bengaluru,20.5,34.3,23.2,3.3,0.21,61,29,Good,16.1,50,4.6
1455,2/8/2023,Lucknow,17.5,27.2,33.5,2.6,1.04,47.7,38,Good,30.5,90.8,0.8
1456,2/8/2023,Chennai,22,30.3,7.8,2.9,0.28,34.2,34,Good,29.2,79.4,0.5
1457,2/8/2023,Ahmedabad,58.5,97.7,20,3.4,0.9,24,75,Satisfactory,20.9,57.6,0.6
1458,2/8/2023,Ahmedabad,68.1,122.4,38.2,5,2.06,19.5,184,Moderate,27.6,36.7,10.4
1459,2/8/2023,Bengaluru,10.6,19,11.9,5.3,1.29,22.6,0,Good,26.5,81.9,1.5
1460,2/8/2023,Ahmedabad,40.5,58.6,37.5,17.6,1.95,22.3,85,Satisfactory,22.9,89.6,4.1
1461,2/8/2023,Ahmedabad,26.5,47,36.6,8.2,0.71,77.5,22,Good,30.4,52.5,0.7
1462,3/8/2023,Delhi,118.6,195.6,49.4,4.9,0.44,34.1,298,Poor,30.3,20.2,1.1
1463,3/8/2023,Lucknow,135,249.3,21.8,2.7,0.52,12.1,337,Very Poor,24,22.3,1.3
1464,3/8/2023,Hyderabad,69.6,95,18.7,6.2,0.6,19.1,197,Moderate,28.4,31.9,8.2
1465,3/8/2023,Ahmedabad,24.1,34.1,21.9,18.1,2.09,22.6,47,Good,25.5,34.8,4
1466,3/8/2023,Ahmedabad,71.1,124.3,28.6,8.7,0.97,38.4,122,Moderate,29,25.1,1.1
1467,3/8/2023,Kolkata,43.3,74,7.4,14.1,0.67,38,73,Satisfactory,27.3,89.3,2.7
1468,3/8/2023,Mumbai,52.5,77.3,74.2,4.5,1.09,36,86,Satisfactory,33,33.6,3.7
1469,4/8/2023,Chennai,45.9,76.4,25,4.4,0.94,11.7,88,Satisfactory,25.7,70.2,2.5
1470,4/8/2023,Mumbai,53.5,98.5,18.8,1.9,1.39,19.8,88,Satisfactory,30.3,21.8,3.6
1471,4/8/2023,Hyderabad,21.2,34.7,18,15.2,3.39,43.6,18,Good,28.3,42.8,0.7
1472,4/8/2023,Lucknow,24.6,44.7,24.6,15.4,0.27,38.3,28,Good,28.8,57.4,0.3
1473,4/8/2023,Jaipur,65.8,107.7,7.3,4,0.33,28.6,151,Moderate,27.2,90,5.2
1474,4/8/2023,Chennai,49.2,76.3,2.9,2.3,0.56,52.9,72,Satisfactory,31.6,68.1,5.1
1475,4/8/2023,Kolkata,45.7,62.5,19.9,11.3,2.24,28.4,57,Satisfactory,21.8,89.3,1.5
1476,4/8/2023,Delhi,39,53.7,55.2,6.2,0.22,29.1,86,Satisfactory,30.6,57.4,2
1477,4/8/2023,Pune,31,47,8.8,3.5,0.94,18.9,55,Satisfactory,26.2,77.7,1.3
1478,5/8/2023,Mumbai,64.5,113.6,11.1,9.2,0.29,50.4,118,Moderate,25.1,68,3
1479,5/8/2023,Pune,21.5,38.8,45.1,4.2,1.04,14,30,Good,33.1,27.3,4.5
1480,5/8/2023,Mumbai,58.3,93.1,16,1.4,0.47,45.6,64,Satisfactory,39.3,69.7,1.4
1481,5/8/2023,Jaipur,38.6,66.3,6.3,6.7,3.19,46.2,52,Satisfactory,28.3,73.2,7.3
1482,5/8/2023,Lucknow,48,80.4,68.8,16.2,2.77,18.5,99,Satisfactory,20.3,22.9,2
1483,5/8/2023,Hyderabad,24.3,32,13.1,3.7,0.88,28.4,23,Good,26.4,74.1,3.3
1484,5/8/2023,Bengaluru,12.4,18.8,33.1,1,2.03,45,20,Good,27.3,66.4,2.3
1485,5/8/2023,Pune,26.9,38,32.7,4.9,1.8,40.8,19,Good,39.1,67.4,2.1
1486,6/8/2023,Pune,37.9,67.9,32.5,3.6,1.2,39.4,87,Satisfactory,30.2,66.2,1.5
1487,6/8/2023,Bengaluru,12.5,19.9,11.6,21.2,0.27,38.3,19,Good,22.2,34.3,2.1
1488,6/8/2023,Ahmedabad,49,84.8,33.8,10.7,2.12,65.2,65,Satisfactory,11.2,49,2.3
1489,6/8/2023,Jaipur,39.8,55,45.4,4.3,1.54,53.8,68,Satisfactory,22.1,79.3,2.1
1490,6/8/2023,Delhi,55.3,91.2,77.5,1.6,1.54,38.2,88,Satisfactory,27.3,46.1,2.1
1491,6/8/2023,Hyderabad,34.4,63.4,20.9,8.1,0.38,55.5,66,Satisfactory,24,87.3,6.3
1492,6/8/2023,Bengaluru,29.2,48,13.3,5.5,0.86,33.1,32,Good,33.8,36.2,1.8
1493,6/8/2023,Chennai,36.1,48.2,15.4,1.8,0.25,46.5,86,Satisfactory,24.1,40.3,4
1494,6/8/2023,Lucknow,55.3,83.4,45.6,11.3,2.99,13.6,91,Satisfactory,32.6,91,4
1495,6/8/2023,Kolkata,70.6,122.8,27.9,11.8,0.44,63.3,181,Moderate,32.7,42.8,5.1
1496,7/8/2023,Jaipur,63.9,111.8,25.7,2,1.29,17.7,144,Moderate,30.8,26.7,1.5
1497,7/8/2023,Mumbai,38.1,64.8,21.6,3.6,0.78,23.7,92,Satisfactory,25.2,65.2,5.2
1498,8/8/2023,Pune,57.9,81.1,34.1,3.5,0.55,15.1,99,Satisfactory,14.7,83.8,0.3
1499,8/8/2023,Hyderabad,37.7,63.6,19.8,4.9,1.09,6,72,Satisfactory,25,89.3,0.8
1500,8/8/2023,Bengaluru,26.6,50.1,21.6,7.7,0.34,35.1,27,Good,21.6,45.6,4.5
1501,8/8/2023,Pune,24.2,36.2,31.5,9,0.18,55.6,10,Good,21.4,93.4,1
1502,8/8/2023,Delhi,58.4,91.9,24.8,6.8,1.78,26.9,66,Satisfactory,34.7,31.5,1.3
1503,8/8/2023,Jaipur,41.2,62.5,39.1,5.8,1.93,23.3,83,Satisfactory,27.3,72.4,4.4
1504,8/8/2023,Lucknow,51.2,68.4,46,4.9,1.82,19.8,96,Satisfactory,30.3,47.9,3.3
1505,8/8/2023,Mumbai,71.5,126.9,9.4,11.5,0.66,18,169,Moderate,32.1,92.5,5.4
1506,8/8/2023,Lucknow,61.5,101.4,37.7,14.8,0.91,23,113,Moderate,33.7,70.7,3.1
1507,8/8/2023,Ahmedabad,30.6,45.1,14.6,12.1,1.81,56.2,92,Satisfactory,27.7,27.6,1.4
1508,8/8/2023,Pune,16.3,25,11.4,6.9,3.13,5,7,Good,24.4,67.3,3
1509,9/8/2023,Chennai,23.7,44.6,6.4,7.7,0.58,13.3,12,Good,25.8,63.7,1.4
1510,9/8/2023,Hyderabad,27.7,51.6,27.1,1.1,1.03,41.3,47,Good,29.8,37.2,2.1
1511,9/8/2023,Hyderabad,84.9,136.3,14.6,7.6,0.46,35.4,176,Moderate,27.3,85.6,12.4
1512,9/8/2023,Delhi,47.8,85.8,14.2,17,2.58,55.4,96,Satisfactory,34.5,56.4,1.3
1513,9/8/2023,Pune,16.5,27.5,11.6,19.6,0.92,41.8,1,Good,21.4,92.5,1.2
1514,10/8/2023,Ahmedabad,53.1,75.9,12.9,12.4,0.21,44.7,86,Satisfactory,29.3,75.3,1.6
1515,10/8/2023,Kolkata,16,28.9,8.2,22.5,0.23,37,37,Good,22.4,73.3,3.1
1516,10/8/2023,Pune,111.2,199,16.4,3.1,0.52,53.7,204,Poor,27.9,59.5,1.3
1517,10/8/2023,Pune,36.3,57.9,31.3,7.2,1.41,100.5,70,Satisfactory,19.1,79.3,0.8
1518,10/8/2023,Bengaluru,25.3,34.5,17.8,4.3,0.67,57.4,38,Good,21.4,90.5,4.3
1519,10/8/2023,Pune,10.2,16.2,18.2,7.5,0.53,18.9,44,Good,24.7,51.4,2
1520,11/8/2023,Kolkata,76.1,100,26.9,2.1,0.1,47.8,192,Moderate,23,33.7,0.9
1521,11/8/2023,Hyderabad,48.7,86.4,16.5,7.2,0.1,11.5,58,Satisfactory,22.9,22.5,2.9
1522,11/8/2023,Lucknow,105.6,192,20.4,7.5,1.66,19,293,Poor,30.4,32.2,0.2
1523,11/8/2023,Lucknow,80.9,141.9,15.5,13.8,0.38,63,143,Moderate,30.8,26.3,6.3
1524,11/8/2023,Mumbai,15.5,27.7,33.7,10.5,1,19,42,Good,40.2,81,3.3
1525,11/8/2023,Mumbai,48.6,67.9,46.2,12.2,0.73,49,77,Satisfactory,31.4,69.3,0.6
1526,11/8/2023,Hyderabad,71.1,122.2,10.3,3.3,2.31,42,122,Moderate,36.5,82.9,2.3
1527,11/8/2023,Delhi,24.1,33.4,40.2,3,1.01,59.8,1,Good,23.9,22.2,2.8
1528,11/8/2023,Jaipur,18.8,31.2,51.3,10.6,0.51,24.5,37,Good,26.3,68.4,0.6
1529,11/8/2023,Kolkata,57.1,84.6,23.3,5.3,1.33,31,53,Satisfactory,28.1,27.2,3.1
1530,11/8/2023,Mumbai,46.7,63.7,20.8,2.2,0.4,22.9,57,Satisfactory,21,22.4,3.2
1531,11/8/2023,Chennai,13.2,24.3,18.5,4.1,0.66,85,10,Good,15.2,84.4,2.8
1532,12/8/2023,Ahmedabad,32.5,45.7,9.2,1,0.17,9.1,84,Satisfactory,28.6,48,4.3
1533,12/8/2023,Kolkata,34,46.1,28.4,3.7,0.1,48.1,95,Satisfactory,9.8,33.5,1.5
1534,12/8/2023,Ahmedabad,40.3,55.8,24,6.6,0.35,18.4,71,Satisfactory,27.3,25.3,1.3
1535,12/8/2023,Bengaluru,15.5,25.7,10.4,4.8,0.47,24.5,16,Good,30.8,53.4,2.5
1536,12/8/2023,Kolkata,31.7,58.5,55.8,11,3.44,50.4,66,Satisfactory,23.8,54,2.8
1537,13-08-2023,Chennai,65.2,112,7.7,8.7,0.61,49.9,186,Moderate,31,77.3,7.2
1538,13-08-2023,Mumbai,39.7,73.8,50,5.7,1.01,16,58,Satisfactory,26.4,34.9,2.4
1539,13-08-2023,Hyderabad,10.9,17.9,7.6,5.9,1.41,67.2,33,Good,30,53.2,1.2
1540,13-08-2023,Bengaluru,34.2,50.4,7,1,1.25,10.2,74,Satisfactory,18.7,78.6,1.5
1541,13-08-2023,Hyderabad,25.7,44.3,61,3.2,1.08,81.7,10,Good,30.1,74.9,9.6
1542,13-08-2023,Pune,25.2,42.4,26.2,2.1,0.98,44.4,34,Good,20,66.2,1.1
1543,13-08-2023,Delhi,12.2,22.1,15.3,3.4,0.53,41.5,23,Good,35.7,47,3.1
1544,14-08-2023,Chennai,42.7,63.8,11.7,7,0.97,21.3,69,Satisfactory,39.7,39.3,4.1
1545,14-08-2023,Ahmedabad,52.5,93.5,18.7,4.4,1.55,53.2,90,Satisfactory,35.9,20.3,3
1546,14-08-2023,Delhi,31,47.4,23.4,2.6,0.63,73,52,Satisfactory,11.7,41.5,0.8
1547,14-08-2023,Lucknow,83.8,114.1,53.5,1.1,1.25,22.7,138,Moderate,21.6,36.6,2
1548,14-08-2023,Pune,30.2,42.8,19.4,5.2,1.39,18.1,56,Satisfactory,32.7,47.9,1.1
1549,14-08-2023,Delhi,60.6,85.2,25.4,15,1.54,27.7,128,Moderate,25.8,78.3,4.2
1550,14-08-2023,Ahmedabad,62,108.1,20.2,4.5,0.72,11.7,169,Moderate,30.2,30.6,2.6
1551,14-08-2023,Lucknow,74.2,137.5,5.4,29.1,1.8,7.9,156,Moderate,31.9,32.6,1.9
1552,14-08-2023,Lucknow,16.2,22.1,7.5,3.4,2.9,50.4,36,Good,21.5,83.1,0.2
1553,15-08-2023,Hyderabad,42.2,75.8,19.1,11.1,0.49,75.1,74,Satisfactory,19.4,57.2,2.3
1554,15-08-2023,Lucknow,103.8,143.4,6.9,15.6,0.72,54.4,269,Poor,29.2,73.6,2.9
1555,15-08-2023,Delhi,22.6,33,34.8,6.1,1.17,25.7,18,Good,20.7,25.6,5.3
1556,15-08-2023,Ahmedabad,25.3,39.1,38.1,3.2,0.76,29.9,4,Good,23,67.1,1
1557,15-08-2023,Lucknow,26.8,35.7,50.6,6.9,0.82,39.7,26,Good,16.8,85.2,1.3
1558,15-08-2023,Mumbai,27.2,43.5,18,4.2,0.49,88,34,Good,27.6,24.8,3.2
1559,15-08-2023,Delhi,71.7,111.4,19.2,18,0.86,34.1,103,Moderate,22.3,91.9,1.1
1560,15-08-2023,Jaipur,59.4,96.9,58.1,1.5,1.01,33.4,68,Satisfactory,32.3,46.5,1.5
1561,15-08-2023,Mumbai,45.1,75.1,20.4,2.4,0.9,17.3,66,Satisfactory,24.2,42,1
1562,15-08-2023,Bengaluru,7.7,14,11.9,4.9,0.1,72.2,11,Good,26.8,56.6,0.8
1563,15-08-2023,Bengaluru,17.7,24.2,7,2.3,0.74,18.3,6,Good,20,26.2,4.9
1564,16-08-2023,Delhi,60.8,96.3,30.2,7.2,2.62,14,194,Moderate,35.7,87.2,2.9
1565,16-08-2023,Kolkata,52,83.7,39.5,4.7,3.25,9.8,69,Satisfactory,22.4,91.1,3.2
1566,16-08-2023,Mumbai,18.7,31.2,8.1,4.7,2.39,39.1,30,Good,25.3,28,3.6
1567,16-08-2023,Ahmedabad,34.4,60.3,29.1,4.9,1.15,54.5,99,Satisfactory,21.4,34.3,3.1
1568,16-08-2023,Hyderabad,19.3,25.6,15.8,6.7,2.04,22.3,10,Good,18.6,74.7,0.9
1569,16-08-2023,Delhi,104.1,152.8,44.5,9.3,1.14,12.7,231,Poor,20.9,87.9,1.9
1570,17-08-2023,Delhi,81.4,139.9,29.8,8.3,3.31,50.5,147,Moderate,35.1,74,1.8
1571,17-08-2023,Bengaluru,35.6,59.3,14.2,4.4,0.18,45.4,75,Satisfactory,33.9,82.1,3.8
1572,17-08-2023,Hyderabad,27.3,51,32.3,15,0.45,64.8,4,Good,34.6,88.1,3
1573,17-08-2023,Bengaluru,18.4,28.8,9.5,2.4,0.18,12.1,36,Good,27.2,62.3,4.2
1574,17-08-2023,Chennai,9.4,13.7,12.9,1.4,1.11,35.1,1,Good,38.4,56.3,0.8
1575,17-08-2023,Kolkata,73.8,128.3,11.4,4.8,0.42,25.5,160,Moderate,30.3,68.6,1.2
1576,17-08-2023,Ahmedabad,24.6,41.4,24.6,3.3,1.62,40.9,0,Good,31.6,70,3.6
1577,17-08-2023,Kolkata,47.9,81.2,22.8,8.3,0.76,14.7,54,Satisfactory,12.5,20.3,3.5
1578,18-08-2023,Hyderabad,29.8,54.6,10,12.7,0.46,23.6,41,Good,22.5,22.7,1.4
1579,18-08-2023,Hyderabad,21.1,34,10.3,5.4,1.06,16.7,1,Good,15.4,86.1,2
1580,18-08-2023,Mumbai,39.5,67.3,43.4,5.6,1.46,21.9,67,Satisfactory,23.5,72,3.4
1581,18-08-2023,Mumbai,46.2,72.6,23.3,9.1,1.09,43.5,52,Satisfactory,26.9,59.7,2.7
1582,18-08-2023,Bengaluru,39.1,66.1,30.7,3.5,0.48,68.4,61,Satisfactory,33.2,55.9,3.5
1583,18-08-2023,Jaipur,31.2,49.3,6.5,11.5,0.29,6.5,53,Satisfactory,28.3,80.6,1.5
1584,19-08-2023,Bengaluru,42.6,68.1,13.6,6.5,0.75,43.4,89,Satisfactory,19.7,71.9,3.1
1585,19-08-2023,Ahmedabad,34.5,64.2,62.4,6.7,1.6,59.3,51,Satisfactory,18.3,44.2,0.7
1586,19-08-2023,Mumbai,31.6,58.3,30.9,1,0.53,18.8,97,Satisfactory,22.1,22.9,0.5
1587,19-08-2023,Delhi,85.9,130.9,87,4.3,1.72,20.6,146,Moderate,31,68,1.7
1588,19-08-2023,Hyderabad,38.7,72.9,16.8,8.2,1.02,20.7,92,Satisfactory,35,52.2,5.1
1589,19-08-2023,Delhi,15.3,22.1,40,6.3,1.27,19,13,Good,24,92.4,2.8
1590,19-08-2023,Lucknow,173.5,284.9,30.5,3.6,0.89,54.4,378,Very Poor,25.5,90.1,0.5
1591,19-08-2023,Mumbai,31.6,51.7,20,15.8,0.56,21.6,93,Satisfactory,32.6,83.1,2.8
1592,19-08-2023,Ahmedabad,24.9,44.3,43,5.2,0.58,40.9,34,Good,34.8,51,5.6
1593,20-08-2023,Delhi,27.4,49.4,44.4,1,0.84,44.1,35,Good,28.5,22.7,1
1594,20-08-2023,Chennai,36.5,56,34.5,5.2,0.56,17.9,95,Satisfactory,20.8,76.7,0.5
1595,20-08-2023,Ahmedabad,59.4,111.1,17.4,5.1,0.79,20.7,60,Satisfactory,22.1,35.8,2.5
1596,20-08-2023,Delhi,44.6,62,18.8,17.2,0.83,31.3,83,Satisfactory,25,38.1,3.3
1597,21-08-2023,Mumbai,48.8,85,4.1,4.8,0.52,18.4,79,Satisfactory,26.6,45.6,0.9
1598,21-08-2023,Bengaluru,15.3,28.9,44.5,8.9,0.26,26.9,44,Good,18.7,26.2,0.7
1599,21-08-2023,Pune,40.6,53.4,18.6,5.6,0.63,31,84,Satisfactory,28.1,43.9,1.6
1600,21-08-2023,Mumbai,44.5,82.9,34.3,1.8,2.3,65,64,Satisfactory,32.9,20.4,4.1
1601,21-08-2023,Lucknow,50,86.3,29.2,15,0.5,83.1,71,Satisfactory,21.5,34.1,0.2
1602,21-08-2023,Lucknow,69.6,111.4,11.2,5.3,0.68,40.2,130,Moderate,28.5,33.1,0.2
1603,21-08-2023,Hyderabad,23.7,30.8,16.7,4.4,1.25,44.4,30,Good,21.6,71,1.1
1604,21-08-2023,Chennai,15.6,25.1,14.3,7.4,0.59,54.1,43,Good,36.3,77.4,2.5
1605,21-08-2023,Bengaluru,21.8,40.8,24,6.5,0.56,22.6,7,Good,23,36.4,0.9
1606,21-08-2023,Mumbai,11.6,18.2,22.2,2.2,0.25,43.3,32,Good,11.3,22,6.4
1607,21-08-2023,Jaipur,38.5,58.5,71.2,41.4,3.84,19.3,95,Satisfactory,25.2,42.4,4.2
1608,21-08-2023,Hyderabad,46.5,64,37.3,14.6,0.1,20,94,Satisfactory,29.6,49.7,2.9
1609,22-08-2023,Kolkata,31.2,50.8,17,4.8,0.67,8.5,98,Satisfactory,29.1,45,2.9
1610,22-08-2023,Hyderabad,50.1,74.4,13.7,12.6,1.75,18.6,83,Satisfactory,29.5,33.1,4.9
1611,22-08-2023,Chennai,34,53,6.9,2.6,0.1,17.6,86,Satisfactory,17.2,63.3,4.8
1612,22-08-2023,Delhi,89.5,118.3,47.9,23.3,1.4,72.1,167,Moderate,33.1,23.5,1.2
1613,22-08-2023,Lucknow,100,131.1,37.9,7.9,1.83,10.1,259,Poor,39.5,52.6,4.2
1614,23-08-2023,Jaipur,44.9,71.7,42.1,3.9,0.2,29.2,90,Satisfactory,34.6,36.4,1.6
1615,23-08-2023,Mumbai,20.4,34.1,31.9,15.3,0.79,35.3,11,Good,31.8,45.8,1.3
1616,23-08-2023,Kolkata,52.8,91.3,28.5,16.2,2.91,21.2,74,Satisfactory,35.9,50.5,0.8
1617,23-08-2023,Kolkata,48.2,65.7,27.9,9.1,3.51,69.8,84,Satisfactory,22.3,89.5,5.4
1618,23-08-2023,Chennai,50.5,85.7,13.8,2.4,1.09,33.3,99,Satisfactory,35.8,30.5,2.5
1619,23-08-2023,Pune,47.7,75.2,17.6,5.4,0.1,50.2,84,Satisfactory,22.1,37.7,1.3
1620,23-08-2023,Bengaluru,42,68.7,6.8,2.1,1.27,11.1,97,Satisfactory,32.1,93.8,3
1621,23-08-2023,Lucknow,78.9,132.8,30.2,13.7,0.42,24.4,180,Moderate,25.6,22.2,2.5
1622,23-08-2023,Hyderabad,102.6,151.3,33.6,9.5,1.05,12.8,223,Poor,30.2,36.5,2.2
1623,23-08-2023,Ahmedabad,31,40.7,9.6,3.6,0.86,26.2,75,Satisfactory,26.1,79.3,1.3
1624,24-08-2023,Ahmedabad,19.3,35.6,28,12.6,1.74,25.8,2,Good,22.9,87.1,2.3
1625,24-08-2023,Lucknow,106.6,181.7,55.2,14,0.52,28.4,279,Poor,29.5,43.3,3.7
1626,24-08-2023,Bengaluru,47.6,79.1,34.8,5.3,1.15,42.7,69,Satisfactory,33,72.7,2.5
1627,24-08-2023,Bengaluru,32,51.7,8,6.2,0.97,22.1,86,Satisfactory,30.9,62.2,1.8
1628,24-08-2023,Hyderabad,21,27.8,18.2,15.9,2.22,15.7,12,Good,30.1,31.3,1.7
1629,24-08-2023,Kolkata,27.6,47.1,28.9,18,1.31,50.8,36,Good,15.9,88.2,4.8
1630,25-08-2023,Kolkata,68.7,123.4,20.5,6.5,2.74,25.6,111,Moderate,25.6,56.2,1.8
1631,25-08-2023,Ahmedabad,10.1,16.5,16.8,6,1.19,21.8,8,Good,32.7,68.4,5.9
1632,25-08-2023,Ahmedabad,32.9,58.5,24.1,8,0.37,75.8,89,Satisfactory,19.2,38.3,1.7
1633,25-08-2023,Delhi,22.4,35.9,36.2,22.2,1.89,88.6,46,Good,35.4,91.3,2.7
1634,25-08-2023,Delhi,47.1,64.9,62.8,37.1,1.2,43.7,56,Satisfactory,29.1,35.1,6
1635,25-08-2023,Hyderabad,35.6,63.7,27.3,8.3,0.29,19.7,82,Satisfactory,28.3,34.2,3.1
1636,26-08-2023,Kolkata,72.2,106.8,15.2,5.5,1.1,6.4,161,Moderate,25.2,35.1,1.7
1637,26-08-2023,Ahmedabad,22,39.5,11.9,8,1.41,18.9,5,Good,33.1,91.6,1
1638,26-08-2023,Delhi,89.4,116.2,31.5,2.7,1.98,5.9,185,Moderate,34.5,83.2,3
1639,27-08-2023,Delhi,45.4,73.5,53.8,10.4,2.39,51.7,76,Satisfactory,38.1,65.4,0.7
1640,27-08-2023,Chennai,22.6,35.1,37.1,4.8,1.7,38,34,Good,20.8,81.3,1.6
1641,27-08-2023,Hyderabad,33.7,60.6,20.5,14.8,1.81,33.4,76,Satisfactory,32.6,58.2,4.8
1642,27-08-2023,Ahmedabad,35.5,57.2,28.2,20.2,1.35,42.5,74,Satisfactory,31.6,69.8,6.9
