Country,Region,Year,Happiness Score,GDP per Capita,Social Support,Healthy Life Expectancy,Freedom to Make Choices,Generosity,Perceptions of Corruption
Finland,Europe,2024,3.219,0.844,0.706,0.679,0.737,0.34,0.098
Luxembourg,Europe,2018,6.287,1.666,1.276,1.182,0.847,0.301,0.181
Denmark,Europe,2019,7.161,1.724,1.666,1.344,0.526,0.344,0.014
India,South Asia,2020,6.409,1.63,1.36,1.223,0.442,0.277,0.236
Sweden,Europe,2022,7.582,1.892,1.627,1.339,0.396,0.223,0.336
India,South Asia,2020,6.919,1.647,1.476,1.154,0.361,0.282,0.265
Iceland,Europe,2024,6.085,1.565,1.285,1.164,0.423,0.327,0.402
Austria,Europe,2022,3.905,1.05,1.011,0.792,0.561,0.232,0.421
Norway,Europe,2024,6.636,1.615,1.384,1.189,0.356,0.028,0.056
Canada,North America,2023,5.42,1.455,1.146,1.1,0.873,0.575,0.419
Norway,Europe,2019,3.349,0.929,0.87,0.772,0.898,0.305,0.173
Finland,Europe,2025,3.023,0.842,0.811,0.718,0.603,0.55,0.314
Sweden,Europe,2025,7.341,1.686,1.486,1.37,0.679,0.047,0.243
Iceland,Europe,2023,3.956,1.155,1.04,0.833,0.443,0.071,0.435
Germany,Europe,2024,4.863,1.189,1.146,0.88,0.487,0.51,0.302
Denmark,Europe,2015,6.487,1.529,1.398,1.202,0.463,0.23,0.367
New Zealand,Oceania,2015,5.54,1.271,1.199,1.011,0.504,0.262,0.316
Norway,Europe,2026,5.322,1.403,1.19,0.966,0.476,0.127,0.133
Sweden,Europe,2020,4.665,1.085,0.996,0.949,0.495,0.401,0.358
Switzerland,Europe,2022,6.287,1.48,1.395,1.24,0.559,0.385,0.485
India,South Asia,2023,6.419,1.541,1.417,1.201,0.553,0.512,0.386
Austria,Europe,2016,5.147,1.38,1.267,1.016,0.313,0.339,0.374
Denmark,Europe,2022,7.536,1.914,1.648,1.243,0.691,0.547,0.19
Austria,Europe,2018,3.446,0.937,0.784,0.724,0.801,0.369,0.317
United States,North America,2024,7.451,1.922,1.595,1.279,0.576,0.112,0.318
Luxembourg,Europe,2024,5.08,1.199,1.146,1.008,0.71,0.168,0.337
Canada,North America,2021,4.668,1.159,1.112,0.849,0.691,0.499,0.23
Switzerland,Europe,2019,5.447,1.464,1.206,1.066,0.814,0.186,0.196
Denmark,Europe,2015,6.998,1.601,1.452,1.286,0.639,0.262,0.27
Iceland,Europe,2018,5.408,1.465,1.152,1.085,0.687,0.012,0.362
Netherlands,Europe,2018,7.787,1.981,1.591,1.32,0.529,0.214,0.186
Canada,North America,2023,6.13,1.583,1.204,1.145,0.653,0.322,0.393
Denmark,Europe,2016,7.114,1.673,1.622,1.203,0.788,0.564,0.168
Denmark,Europe,2019,6.16,1.425,1.357,1.096,0.823,0.526,0.35
Denmark,Europe,2016,3.306,0.86,0.764,0.774,0.333,0.106,0.274
Luxembourg,Europe,2023,3.22,0.76,0.976,0.715,0.519,0.282,0.133
Denmark,Europe,2015,6.115,1.616,1.256,1.185,0.373,0.129,0.019
Netherlands,Europe,2026,7.403,1.794,1.456,1.402,0.827,0.453,0.467
Netherlands,Europe,2023,7.015,1.766,1.624,1.312,0.508,0.465,0.131
Austria,Europe,2016,3.518,1.058,0.821,0.732,0.535,0.576,0.168
Norway,Europe,2022,7.106,1.722,1.493,1.315,0.848,0.453,0.114
Sweden,Europe,2016,4.86,1.263,1.224,0.867,0.771,0.358,0.447
Sweden,Europe,2019,6.384,1.59,1.407,1.116,0.657,0.016,0.032
India,South Asia,2026,4.665,1.128,1.073,0.81,0.48,0.316,0.233
New Zealand,Oceania,2022,4.602,1.18,0.936,0.809,0.712,0.257,0.432
India,South Asia,2020,3.039,0.873,0.675,0.712,0.895,0.319,0.341
Switzerland,Europe,2020,7.534,1.818,1.655,1.368,0.823,0.02,0.202
Denmark,Europe,2016,6.911,1.802,1.555,1.186,0.603,0.019,0.323
Denmark,Europe,2021,7.465,1.864,1.54,1.259,0.813,0.117,0.081
United States,North America,2024,5.442,1.278,1.361,1.11,0.884,0.023,0.473
Norway,Europe,2023,7.524,1.873,1.665,1.253,0.825,0.036,0.159
Iceland,Europe,2021,3.63,1.091,1.049,0.682,0.819,0.234,0.191
Denmark,Europe,2021,3.215,0.824,0.695,0.767,0.697,0.532,0.359
Finland,Europe,2021,7.125,1.643,1.487,1.276,0.787,0.13,0.401
Netherlands,Europe,2024,3.907,1.099,0.83,0.789,0.338,0.214,0.301
Germany,Europe,2017,4.942,1.245,1.058,0.933,0.872,0.51,0.073
Sweden,Europe,2018,7.481,1.827,1.608,1.378,0.489,0.289,0.484
Luxembourg,Europe,2025,7.252,1.751,1.637,1.382,0.515,0.243,0.453
Australia,Oceania,2025,4.138,1.019,0.971,0.905,0.828,0.274,0.205
Switzerland,Europe,2015,4.169,0.98,1.132,0.763,0.419,0.283,0.246
India,South Asia,2016,7.248,1.79,1.479,1.249,0.831,0.179,0.373
Netherlands,Europe,2015,7.799,1.899,1.752,1.468,0.525,0.151,0.057
Australia,Oceania,2026,7.097,1.759,1.64,1.322,0.704,0.366,0.024
India,South Asia,2024,5.006,1.291,1.008,1.038,0.842,0.326,0.289
Australia,Oceania,2026,5.942,1.529,1.323,1.086,0.687,0.334,0.322
United States,North America,2023,6.452,1.63,1.417,1.204,0.57,0.145,0.001
Luxembourg,Europe,2018,7.666,1.827,1.598,1.29,0.342,0.464,0.125
United States,North America,2021,4.011,1.062,0.983,0.753,0.343,0.447,0.379
Sweden,Europe,2017,7.32,1.892,1.657,1.321,0.377,0.373,0.028
Austria,Europe,2022,5.313,1.393,1.072,1.004,0.481,0.171,0.195
Canada,North America,2016,5.24,1.324,1.302,0.976,0.518,0.597,0.286
Australia,Oceania,2025,5.38,1.436,1.171,0.985,0.754,0.044,0.433
Australia,Oceania,2025,5.79,1.513,1.222,1.147,0.888,0.297,0.468
United States,North America,2025,7.292,1.732,1.506,1.239,0.49,0.128,0.453
Denmark,Europe,2019,3.491,0.854,0.987,0.703,0.402,0.306,0.208
United States,North America,2020,3.903,0.962,0.905,0.749,0.874,0.473,0.362
Iceland,Europe,2021,3.651,0.957,0.802,0.779,0.771,0.33,0.34
Sweden,Europe,2017,4.53,1.295,1.119,0.926,0.428,0.047,0.138
Norway,Europe,2015,4.126,1.006,1.015,0.784,0.792,0.11,0.232
Sweden,Europe,2026,7.501,1.736,1.563,1.282,0.817,0.293,0.013
Sweden,Europe,2022,4.866,1.253,1.244,0.881,0.444,0.158,0.169
Iceland,Europe,2015,6.795,1.719,1.622,1.122,0.513,0.169,0.131
Finland,Europe,2016,6.404,1.48,1.475,1.199,0.45,0.152,0.314
Sweden,Europe,2023,7.207,1.849,1.687,1.297,0.845,0.485,0.447
Norway,Europe,2026,3.176,0.898,0.788,0.754,0.481,0.259,0.264
Luxembourg,Europe,2017,7.361,1.786,1.552,1.374,0.487,0.49,0.061
Canada,North America,2016,7.564,1.925,1.578,1.362,0.866,0.127,0.03
Germany,Europe,2015,3.684,0.907,1.031,0.654,0.79,0.31,0.28
Finland,Europe,2015,5.998,1.61,1.429,1.092,0.742,0.077,0.256
Denmark,Europe,2021,3.774,0.987,0.819,0.806,0.574,0.319,0.073
Netherlands,Europe,2018,5.8,1.572,1.173,1.027,0.822,0.043,0.438
Australia,Oceania,2024,6.909,1.758,1.618,1.303,0.452,0.199,0.25
Austria,Europe,2019,7.339,1.676,1.518,1.315,0.611,0.393,0.264
Iceland,Europe,2021,5.477,1.341,1.288,1.112,0.591,0.28,0.327
Luxembourg,Europe,2015,4.217,1.207,1.06,0.735,0.423,0.41,0.382
United States,North America,2023,4.402,1.251,1.058,0.9,0.658,0.074,0.482
Germany,Europe,2017,3.469,0.943,0.941,0.761,0.571,0.313,0.258
Luxembourg,Europe,2020,3.23,0.938,0.856,0.624,0.329,0.065,0.262
Iceland,Europe,2024,4.606,1.158,1.209,0.834,0.362,0.206,0.373
Norway,Europe,2021,3.888,0.915,0.811,0.849,0.655,0.215,0.447
Denmark,Europe,2025,7.706,1.899,1.542,1.392,0.758,0.258,0.431
Netherlands,Europe,2021,4.338,1.028,0.944,0.799,0.851,0.047,0.214
Iceland,Europe,2023,7.314,1.908,1.642,1.391,0.772,0.578,0.354
Switzerland,Europe,2026,4.929,1.296,1.092,0.894,0.646,0.56,0.017
Finland,Europe,2018,4.069,1.109,1.038,0.847,0.316,0.539,0.169
Denmark,Europe,2022,6.791,1.593,1.502,1.185,0.306,0.12,0.057
Netherlands,Europe,2017,4.241,1.054,1.151,0.812,0.306,0.17,0.06
Netherlands,Europe,2024,5.848,1.384,1.261,1.15,0.555,0.549,0.249
Luxembourg,Europe,2020,6.602,1.521,1.315,1.221,0.592,0.474,0.458
Sweden,Europe,2024,5.863,1.465,1.45,1.146,0.847,0.153,0.386
India,South Asia,2017,4.002,1.166,0.826,0.893,0.39,0.492,0.138
Switzerland,Europe,2019,5.593,1.404,1.261,0.972,0.578,0.363,0.245
New Zealand,Oceania,2016,3.372,0.84,0.803,0.69,0.656,0.518,0.08
Netherlands,Europe,2020,5.156,1.292,1.194,1.04,0.781,0.06,0.467
Iceland,Europe,2020,6.046,1.548,1.392,1.06,0.498,0.329,0.1
Netherlands,Europe,2017,5.698,1.42,1.323,0.984,0.805,0.088,0.446
Iceland,Europe,2019,5.639,1.515,1.205,0.982,0.567,0.147,0.264
Germany,Europe,2016,7.15,1.775,1.387,1.334,0.498,0.192,0.192
Iceland,Europe,2018,5.122,1.334,1.066,1.062,0.738,0.15,0.362
Canada,North America,2017,3.095,0.866,0.944,0.643,0.552,0.581,0.347
Australia,Oceania,2024,5.701,1.548,1.333,1.134,0.72,0.441,0.145
Switzerland,Europe,2019,6.48,1.479,1.353,1.2,0.412,0.182,0.243
Iceland,Europe,2015,3.509,1.057,0.745,0.776,0.343,0.28,0.088
Australia,Oceania,2019,3.604,0.956,0.903,0.667,0.888,0.155,0.229
Canada,North America,2020,4.344,1.013,1.006,0.838,0.58,0.423,0.154
Norway,Europe,2017,3.733,1.093,0.991,0.772,0.435,0.306,0.26
Australia,Oceania,2018,4.387,1.05,0.937,0.886,0.824,0.246,0.085
Austria,Europe,2016,6.996,1.809,1.541,1.322,0.309,0.064,0.046
Switzerland,Europe,2021,3.334,0.908,0.842,0.662,0.822,0.102,0.176
Germany,Europe,2022,3.146,0.91,0.911,0.758,0.826,0.192,0.293
Sweden,Europe,2017,4.238,1.006,0.957,0.911,0.508,0.337,0.217
Luxembourg,Europe,2017,7.654,1.808,1.666,1.332,0.337,0.294,0.407
Australia,Oceania,2020,3.334,0.822,0.929,0.745,0.639,0.281,0.444
Sweden,Europe,2016,4.137,1.049,0.922,0.774,0.543,0.421,0.019
Australia,Oceania,2025,3.222,0.979,0.948,0.688,0.382,0.339,0.314
Canada,North America,2016,5.644,1.394,1.367,1.143,0.687,0.525,0.299
Austria,Europe,2023,6.303,1.613,1.331,1.161,0.656,0.189,0.175
Switzerland,Europe,2020,5.797,1.363,1.395,1.146,0.58,0.125,0.474
Germany,Europe,2017,4.173,0.992,0.983,0.861,0.405,0.308,0.213
India,South Asia,2022,5.062,1.297,1.298,0.919,0.473,0.48,0.139
Canada,North America,2021,3.459,0.839,0.993,0.727,0.731,0.135,0.083
Australia,Oceania,2018,4.721,1.202,0.958,0.885,0.762,0.493,0.349
Sweden,Europe,2023,5.43,1.379,1.3,0.964,0.439,0.57,0.014
Canada,North America,2021,5.738,1.497,1.294,1.032,0.887,0.422,0.416
Norway,Europe,2016,4.132,1.053,0.899,0.734,0.435,0.32,0.348
Austria,Europe,2025,3.206,0.862,0.714,0.667,0.56,0.299,0.446
Luxembourg,Europe,2021,6.056,1.604,1.394,1.172,0.638,0.315,0.362
Australia,Oceania,2018,6.314,1.673,1.451,1.054,0.527,0.486,0.479
Sweden,Europe,2019,7.737,1.974,1.616,1.335,0.478,0.091,0.069
Germany,Europe,2024,3.548,0.891,0.831,0.824,0.647,0.593,0.186
India,South Asia,2016,4.558,1.098,0.963,0.973,0.892,0.027,0.075
Iceland,Europe,2015,3.894,0.998,0.84,0.775,0.463,0.211,0.047
Switzerland,Europe,2018,7.72,1.831,1.752,1.427,0.871,0.474,0.33
Austria,Europe,2025,3.363,0.906,1.002,0.758,0.877,0.468,0.437
Luxembourg,Europe,2020,3.827,1.097,0.889,0.693,0.771,0.273,0.246
Finland,Europe,2023,6.172,1.546,1.273,1.094,0.658,0.555,0.46
Switzerland,Europe,2022,4.46,1.033,1.153,0.786,0.678,0.302,0.263
Luxembourg,Europe,2024,3.152,0.937,0.683,0.58,0.558,0.038,0.395
Australia,Oceania,2018,3.139,0.751,0.849,0.732,0.563,0.333,0.4
Canada,North America,2023,4.079,1.101,1.023,0.859,0.673,0.582,0.099
New Zealand,Oceania,2026,5.584,1.446,1.135,1.014,0.762,0.424,0.02
Luxembourg,Europe,2017,3.424,1.052,0.985,0.618,0.815,0.552,0.177
India,South Asia,2020,4.71,1.184,1.189,0.984,0.449,0.502,0.229
Netherlands,Europe,2025,7.73,1.957,1.79,1.293,0.386,0.302,0.319
Sweden,Europe,2022,7.13,1.752,1.507,1.29,0.681,0.026,0.5
Denmark,Europe,2020,3.295,0.988,0.991,0.758,0.811,0.376,0.461
United States,North America,2019,7.268,1.897,1.434,1.363,0.534,0.314,0.457
India,South Asia,2023,5.01,1.372,1.17,0.927,0.329,0.403,0.493
Netherlands,Europe,2025,6.443,1.494,1.332,1.104,0.513,0.141,0.122
New Zealand,Oceania,2019,4.53,1.216,1.2,0.907,0.751,0.451,0.165
India,South Asia,2023,3.264,0.839,0.894,0.771,0.875,0.016,0.495
Finland,Europe,2019,6.634,1.535,1.364,1.174,0.402,0.297,0.236
Iceland,Europe,2017,3.06,0.905,0.744,0.634,0.581,0.256,0.257
Canada,North America,2025,5.235,1.377,1.258,0.973,0.385,0.384,0.386
Canada,North America,2020,5.823,1.388,1.342,1.04,0.852,0.392,0.139
Denmark,Europe,2023,4.697,1.215,1.125,0.918,0.693,0.185,0.063
India,South Asia,2022,7.722,1.891,1.623,1.369,0.369,0.241,0.229
Austria,Europe,2023,6.642,1.661,1.4,1.134,0.509,0.408,0.132
Norway,Europe,2015,4.856,1.31,1.239,0.968,0.505,0.26,0.072
Canada,North America,2017,3.627,0.893,0.814,0.666,0.684,0.594,0.44
United States,North America,2017,3.868,1.049,0.823,0.827,0.897,0.491,0.278
India,South Asia,2023,7.008,1.826,1.658,1.231,0.895,0.094,0.127
India,South Asia,2024,4.405,1.125,1.046,0.797,0.879,0.347,0.261
United States,North America,2017,5.331,1.432,1.126,0.97,0.312,0.586,0.033
Germany,Europe,2019,6.261,1.463,1.36,1.104,0.334,0.5,0.023
Finland,Europe,2021,4.508,1.09,1.111,0.891,0.489,0.308,0.123
Denmark,Europe,2020,4.506,1.103,1.137,0.779,0.461,0.225,0.441
Luxembourg,Europe,2021,6.439,1.59,1.451,1.149,0.479,0.57,0.058
Germany,Europe,2015,5.284,1.421,1.255,1.029,0.43,0.591,0.421
Switzerland,Europe,2016,4.585,1.193,0.966,0.895,0.388,0.332,0.324
Denmark,Europe,2018,7.203,1.687,1.585,1.197,0.828,0.031,0.277
Iceland,Europe,2021,3.561,0.934,0.754,0.771,0.484,0.336,0.466
Australia,Oceania,2019,3.233,0.93,0.918,0.777,0.395,0.235,0.422
Luxembourg,Europe,2023,4.293,1.065,0.91,0.928,0.404,0.344,0.292
Norway,Europe,2025,4.692,1.249,1.061,0.855,0.539,0.485,0.483
Canada,North America,2022,6.754,1.669,1.503,1.311,0.563,0.04,0.479
Sweden,Europe,2023,4.912,1.376,1.088,0.911,0.666,0.165,0.349
Austria,Europe,2021,3.519,0.958,0.9,0.649,0.879,0.344,0.076
United States,North America,2024,6.841,1.686,1.388,1.147,0.558,0.202,0.328
Austria,Europe,2023,4.189,1.185,1.13,0.909,0.871,0.505,0.297
United States,North America,2019,5.36,1.447,1.155,0.936,0.384,0.496,0.381
Sweden,Europe,2016,4.319,1.17,0.889,0.862,0.539,0.587,0.254
United States,North America,2016,4.078,1.081,1.117,0.794,0.708,0.587,0.415
India,South Asia,2016,6.533,1.721,1.564,1.274,0.675,0.231,0.067
Finland,Europe,2018,7.526,1.928,1.612,1.336,0.485,0.273,0.357
Sweden,Europe,2019,3.902,1.044,0.87,0.88,0.534,0.546,0.113
Norway,Europe,2020,5.961,1.556,1.343,1.04,0.323,0.371,0.066
Luxembourg,Europe,2016,4.223,1.101,1.011,0.781,0.654,0.266,0.223
Switzerland,Europe,2024,4.052,1.066,1.077,0.871,0.777,0.494,0.106
Luxembourg,Europe,2018,5.327,1.445,1.148,1.085,0.57,0.402,0.134
Canada,North America,2018,6.407,1.588,1.532,1.208,0.639,0.532,0.333
Sweden,Europe,2025,5.781,1.521,1.377,1.04,0.893,0.356,0.2
New Zealand,Oceania,2023,6.503,1.668,1.329,1.169,0.817,0.302,0.342
Germany,Europe,2016,7.043,1.671,1.54,1.181,0.714,0.439,0.021
Finland,Europe,2015,4.991,1.179,1.124,0.887,0.549,0.231,0.369
Luxembourg,Europe,2018,5.914,1.357,1.444,1.124,0.321,0.491,0.1
Iceland,Europe,2023,5.24,1.308,1.31,0.973,0.345,0.568,0.46
United States,North America,2022,5.246,1.227,1.281,0.902,0.341,0.322,0.08
Norway,Europe,2015,4.894,1.144,1.085,0.872,0.691,0.018,0.146
Iceland,Europe,2018,4.331,1.141,0.914,0.938,0.475,0.554,0.163
India,South Asia,2021,4.182,1.137,0.95,0.829,0.704,0.353,0.288
Luxembourg,Europe,2023,4.196,1.116,0.861,0.779,0.438,0.15,0.268
Austria,Europe,2026,5.694,1.387,1.146,1.143,0.764,0.503,0.183
Iceland,Europe,2019,5.33,1.273,1.097,0.968,0.383,0.599,0.025
Austria,Europe,2019,5.01,1.257,1.013,0.938,0.704,0.253,0.436
India,South Asia,2023,7.012,1.745,1.479,1.252,0.761,0.527,0.052
Netherlands,Europe,2022,6.725,1.637,1.41,1.191,0.662,0.6,0.246
United States,North America,2019,3.203,0.894,0.84,0.622,0.717,0.445,0.13
Norway,Europe,2015,7.754,1.85,1.724,1.354,0.776,0.461,0.334
New Zealand,Oceania,2026,7.508,1.847,1.523,1.306,0.755,0.391,0.089
Austria,Europe,2017,6.278,1.494,1.38,1.191,0.638,0.05,0.093
Australia,Oceania,2018,5.714,1.433,1.189,0.971,0.403,0.591,0.234
Luxembourg,Europe,2015,7.074,1.734,1.585,1.2,0.713,0.163,0.416
Denmark,Europe,2023,6.711,1.551,1.572,1.168,0.693,0.293,0.183
Netherlands,Europe,2015,7.548,1.721,1.734,1.354,0.784,0.23,0.236
New Zealand,Oceania,2021,4.991,1.282,1.004,0.88,0.685,0.43,0.291
Denmark,Europe,2018,5.138,1.269,1.174,1.045,0.766,0.05,0.445
Luxembourg,Europe,2022,6.571,1.531,1.484,1.133,0.563,0.01,0.076
Netherlands,Europe,2018,4.151,0.988,1.055,0.728,0.671,0.084,0.473
Germany,Europe,2023,4.082,1.102,0.843,0.899,0.614,0.026,0.171
Netherlands,Europe,2018,7.238,1.785,1.663,1.281,0.857,0.127,0.277
Norway,Europe,2022,5.147,1.325,1.208,0.945,0.346,0.393,0.244
India,South Asia,2017,7.492,1.937,1.706,1.393,0.359,0.596,0.2
Austria,Europe,2020,6.898,1.624,1.5,1.16,0.585,0.335,0.223
Denmark,Europe,2023,5.328,1.339,1.137,1.083,0.551,0.518,0.055
United States,North America,2024,3.846,0.998,0.826,0.765,0.512,0.134,0.321
Switzerland,Europe,2021,3.994,1.107,1.042,0.799,0.839,0.58,0.181
Canada,North America,2023,6.179,1.51,1.307,1.214,0.774,0.069,0.06
Australia,Oceania,2024,6.304,1.494,1.245,1.058,0.524,0.047,0.298
Finland,Europe,2022,4.793,1.29,1.11,0.905,0.544,0.259,0.484
United States,North America,2020,5.157,1.308,1.118,0.905,0.328,0.118,0.291
Switzerland,Europe,2019,3.812,0.916,1.011,0.733,0.871,0.429,0.163
India,South Asia,2021,5.7,1.444,1.176,1.011,0.613,0.166,0.105
India,South Asia,2023,5.452,1.303,1.247,1.114,0.344,0.17,0.121
New Zealand,Oceania,2025,7.28,1.792,1.516,1.313,0.353,0.006,0.009
India,South Asia,2025,4.095,0.99,1.022,0.913,0.407,0.328,0.06
Iceland,Europe,2024,7.117,1.63,1.539,1.276,0.816,0.059,0.12
Iceland,Europe,2020,7.156,1.859,1.686,1.365,0.304,0.029,0.074
Canada,North America,2017,5.617,1.392,1.269,1.053,0.533,0.599,0.488
Austria,Europe,2021,7.7,1.942,1.783,1.433,0.55,0.471,0.456
India,South Asia,2015,3.316,0.982,0.983,0.67,0.391,0.196,0.291
Canada,North America,2018,6.078,1.618,1.429,1.048,0.78,0.385,0.334
Iceland,Europe,2020,7.024,1.829,1.459,1.185,0.344,0.443,0.398
Austria,Europe,2018,4.9,1.367,1.257,0.882,0.768,0.374,0.077
Sweden,Europe,2015,3.852,0.971,0.978,0.753,0.536,0.324,0.044
Netherlands,Europe,2018,7.275,1.83,1.709,1.261,0.8,0.419,0.346
Iceland,Europe,2015,7.322,1.715,1.606,1.277,0.894,0.287,0.114
Netherlands,Europe,2017,6.138,1.419,1.386,1.207,0.81,0.041,0.497
India,South Asia,2026,5.579,1.347,1.191,1.085,0.318,0.229,0.204
Sweden,Europe,2026,6.211,1.509,1.282,1.209,0.889,0.012,0.273
New Zealand,Oceania,2023,4.33,1.086,1.071,0.788,0.848,0.28,0.163
Switzerland,Europe,2024,3.078,0.835,0.761,0.629,0.502,0.019,0.076
United States,North America,2020,7.745,1.76,1.544,1.457,0.677,0.27,0.039
Canada,North America,2026,3.661,1.023,1.053,0.756,0.428,0.375,0.256
Sweden,Europe,2017,3.236,0.796,0.707,0.754,0.306,0.517,0.226
New Zealand,Oceania,2017,3.708,0.984,1.005,0.712,0.802,0.386,0.199
Netherlands,Europe,2020,7.445,1.742,1.648,1.358,0.853,0.428,0.292
Australia,Oceania,2022,6.98,1.765,1.366,1.222,0.679,0.313,0.16
Austria,Europe,2017,5.654,1.365,1.188,1.028,0.771,0.293,0.108
Finland,Europe,2020,5.395,1.436,1.267,0.956,0.562,0.513,0.089
Australia,Oceania,2018,4.71,1.117,0.963,0.918,0.312,0.062,0.174
Norway,Europe,2016,5.318,1.309,1.154,1.035,0.43,0.426,0.468
Australia,Oceania,2023,5.935,1.373,1.428,1.047,0.669,0.587,0.298
Netherlands,Europe,2026,5.138,1.195,1.264,0.878,0.72,0.014,0.431
Norway,Europe,2022,5.866,1.455,1.258,1.074,0.487,0.263,0.179
Austria,Europe,2018,5.366,1.374,1.116,1.084,0.439,0.114,0.114
Iceland,Europe,2016,3.814,1.093,0.897,0.731,0.797,0.383,0.449
Finland,Europe,2016,6.556,1.701,1.296,1.239,0.668,0.042,0.254
Switzerland,Europe,2023,6.533,1.624,1.562,1.117,0.664,0.127,0.307
Norway,Europe,2023,6.467,1.677,1.52,1.086,0.506,0.412,0.249
India,South Asia,2015,5.653,1.396,1.235,1.11,0.545,0.016,0.029
India,South Asia,2025,6.304,1.528,1.516,1.178,0.807,0.46,0.19
New Zealand,Oceania,2024,7.162,1.652,1.496,1.302,0.321,0.414,0.264
New Zealand,Oceania,2015,6.91,1.643,1.641,1.3,0.725,0.037,0.452
Iceland,Europe,2018,4.099,1.05,0.918,0.912,0.813,0.558,0.394
Netherlands,Europe,2022,3.986,0.979,0.863,0.807,0.852,0.595,0.144
Canada,North America,2022,5.866,1.463,1.356,1.054,0.867,0.423,0.377
Austria,Europe,2018,5.357,1.305,1.095,0.916,0.509,0.483,0.459
Canada,North America,2024,7.416,1.908,1.593,1.256,0.779,0.128,0.134
Iceland,Europe,2016,3.883,1.143,1.02,0.829,0.343,0.537,0.222
Luxembourg,Europe,2019,5.763,1.434,1.335,1.123,0.751,0.565,0.199
Austria,Europe,2025,5.644,1.319,1.203,0.988,0.538,0.067,0.016
Denmark,Europe,2025,5.929,1.532,1.365,1.012,0.475,0.078,0.421
Denmark,Europe,2016,5.219,1.399,1.073,0.9,0.327,0.321,0.353
India,South Asia,2016,6.067,1.504,1.488,1.154,0.694,0.342,0.499
Finland,Europe,2017,5.583,1.392,1.244,1.023,0.619,0.164,0.463
Netherlands,Europe,2018,7.042,1.718,1.583,1.224,0.675,0.299,0.184
New Zealand,Oceania,2015,3.541,0.951,0.796,0.803,0.452,0.38,0.083
Sweden,Europe,2023,7.317,1.701,1.616,1.238,0.549,0.324,0.289
Denmark,Europe,2025,6.073,1.454,1.313,1.018,0.761,0.502,0.1
New Zealand,Oceania,2016,4.897,1.373,1.055,0.91,0.481,0.066,0.245
New Zealand,Oceania,2025,6.335,1.648,1.404,1.057,0.671,0.033,0.308
New Zealand,Oceania,2019,3.949,1.124,1.084,0.855,0.483,0.352,0.457
Luxembourg,Europe,2022,6.936,1.578,1.35,1.292,0.757,0.473,0.465
Luxembourg,Europe,2025,4.114,1.181,0.894,0.853,0.618,0.05,0.143
Luxembourg,Europe,2020,3.585,0.976,0.749,0.738,0.719,0.044,0.469
Denmark,Europe,2019,5.076,1.271,1.027,0.979,0.63,0.047,0.472
Germany,Europe,2024,7.103,1.613,1.643,1.169,0.755,0.217,0.369
United States,North America,2022,3.34,0.977,0.723,0.785,0.331,0.288,0.362
Iceland,Europe,2016,6.644,1.708,1.573,1.172,0.604,0.218,0.129
India,South Asia,2025,7.556,1.8,1.514,1.341,0.723,0.407,0.306
Netherlands,Europe,2017,7.017,1.7,1.429,1.17,0.55,0.371,0.333
United States,North America,2024,3.735,1.118,0.969,0.751,0.833,0.417,0.174
Luxembourg,Europe,2020,6.2,1.589,1.485,1.12,0.694,0.447,0.227
Sweden,Europe,2021,6.703,1.537,1.522,1.288,0.508,0.061,0.116
Norway,Europe,2023,7.525,1.834,1.488,1.354,0.74,0.236,0.361
Sweden,Europe,2023,6.788,1.629,1.399,1.294,0.629,0.171,0.468
Canada,North America,2020,4.01,1.024,1.086,0.728,0.373,0.296,0.138
Norway,Europe,2026,5.168,1.296,1.064,0.903,0.793,0.532,0.117
Netherlands,Europe,2025,3.256,0.918,0.901,0.663,0.708,0.428,0.468
Austria,Europe,2020,3.923,0.93,1.067,0.847,0.645,0.05,0.137
Luxembourg,Europe,2019,5.692,1.367,1.146,1.1,0.479,0.271,0.064
Switzerland,Europe,2026,5.715,1.533,1.277,1.145,0.835,0.346,0.467
Luxembourg,Europe,2015,4.628,1.143,0.945,0.801,0.467,0.318,0.278
Denmark,Europe,2017,4.967,1.206,1.114,0.873,0.369,0.18,0.498
New Zealand,Oceania,2021,3.406,1.046,0.889,0.662,0.638,0.046,0.4
Netherlands,Europe,2022,7.197,1.719,1.493,1.187,0.691,0.321,0.23
Austria,Europe,2025,3.806,0.89,0.807,0.716,0.32,0.302,0.157
Iceland,Europe,2022,6.6,1.553,1.494,1.16,0.607,0.56,0.019
United States,North America,2025,5.334,1.408,1.281,0.986,0.375,0.318,0.191
Germany,Europe,2021,7.713,1.839,1.676,1.355,0.386,0.033,0.313
Finland,Europe,2020,4.17,1.207,0.989,0.731,0.504,0.351,0.164
Canada,North America,2019,5.133,1.206,1.21,0.994,0.323,0.174,0.207
Canada,North America,2017,3.742,1.089,0.872,0.735,0.323,0.196,0.444
Finland,Europe,2019,4.95,1.147,1.102,0.877,0.451,0.527,0.218
Canada,North America,2019,3.536,0.898,0.8,0.658,0.315,0.561,0.461
